edad,empleo,estado,educacion,impago,hipoteca,prestamo,tipo_contacto,mes,dia_semana,contactos_actual,contactos_anterior,resultado_anterior,tasa_var_empleo_3m,euribor_3m,ipc_1m,target
34,housemaid,single,university.degree,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
56,self-employed,married,basic.9y,no,unknown,unknown,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
31,admin.,divorced,university.degree,no,no,yes,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
34,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
56,retired,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
29,admin.,single,university.degree,no,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
42,entrepreneur,married,university.degree,unknown,yes,yes,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
52,blue-collar,married,basic.4y,no,no,no,telephone,aug,thu,3,0,nonexistent,1.4,4.963,93.444,yes
30,technician,single,professional.course,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,technician,single,professional.course,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
32,technician,single,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,technician,single,professional.course,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,technician,single,professional.course,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,technician,married,high.school,no,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,yes
48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
47,services,married,basic.9y,no,unknown,unknown,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
30,technician,single,professional.course,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
49,services,married,basic.4y,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
32,admin.,married,university.degree,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
54,housemaid,married,professional.course,no,yes,yes,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
33,housemaid,divorced,professional.course,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
39,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
58,management,married,university.degree,unknown,yes,yes,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
39,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
46,unemployed,married,basic.9y,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
60,self-employed,married,university.degree,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
51,admin.,married,university.degree,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
60,self-employed,married,university.degree,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
54,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
46,self-employed,married,professional.course,no,no,no,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
58,retired,married,high.school,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
47,services,divorced,high.school,unknown,no,no,cellular,aug,thu,6,0,nonexistent,1.4,4.963,93.444,yes
57,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,9,0,nonexistent,1.4,4.963,93.444,no
49,blue-collar,married,basic.6y,no,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
36,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
54,housemaid,married,university.degree,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
47,housemaid,married,basic.9y,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
56,retired,married,basic.4y,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
44,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,no
56,admin.,married,basic.9y,unknown,no,yes,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
31,management,married,university.degree,no,no,yes,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
45,technician,single,university.degree,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
35,management,married,university.degree,unknown,no,yes,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
37,admin.,married,university.degree,no,no,yes,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,yes
51,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
29,admin.,single,high.school,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,yes
30,technician,single,high.school,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
55,technician,married,professional.course,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
46,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
55,admin.,married,university.degree,unknown,no,yes,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
42,admin.,married,university.degree,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
41,technician,married,professional.course,no,no,yes,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
38,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
56,housemaid,married,basic.9y,unknown,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
33,technician,single,professional.course,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
49,blue-collar,married,high.school,unknown,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,7,0,nonexistent,1.4,4.963,93.444,no
56,retired,married,basic.4y,unknown,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
47,blue-collar,married,basic.6y,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
50,admin.,married,basic.9y,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
29,admin.,single,university.degree,no,no,no,cellular,aug,thu,15,0,nonexistent,1.4,4.963,93.444,no
29,admin.,divorced,high.school,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
32,technician,married,professional.course,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
31,admin.,single,university.degree,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
49,services,married,basic.4y,no,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
45,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
42,technician,divorced,high.school,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
51,management,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
40,technician,married,professional.course,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
49,admin.,unknown,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,no
34,housemaid,married,university.degree,no,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
45,services,married,high.school,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
31,admin.,single,university.degree,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
33,technician,married,professional.course,no,unknown,unknown,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,yes
30,admin.,married,university.degree,no,unknown,unknown,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,no
49,admin.,unknown,university.degree,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,yes
29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
44,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
56,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
52,technician,married,professional.course,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
44,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
45,services,married,high.school,no,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
49,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
35,technician,single,professional.course,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
34,technician,married,professional.course,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
56,admin.,married,high.school,unknown,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
52,admin.,married,unknown,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
50,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,4,0,nonexistent,1.4,4.963,93.444,no
52,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,15,0,nonexistent,1.4,4.963,93.444,no
44,technician,divorced,professional.course,unknown,yes,no,cellular,aug,thu,6,0,nonexistent,1.4,4.963,93.444,no
32,technician,married,university.degree,no,yes,no,cellular,aug,thu,4,0,nonexistent,1.4,4.963,93.444,no
31,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
38,admin.,married,university.degree,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
39,admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu,4,0,nonexistent,1.4,4.963,93.444,no
33,admin.,single,high.school,unknown,unknown,unknown,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,yes
44,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
48,blue-collar,married,basic.6y,unknown,yes,yes,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
35,technician,single,professional.course,no,yes,yes,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
29,technician,single,high.school,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
50,technician,married,professional.course,no,yes,yes,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
29,technician,single,professional.course,no,yes,no,cellular,aug,thu,6,0,nonexistent,1.4,4.963,93.444,no
33,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
48,blue-collar,married,basic.6y,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
48,blue-collar,married,basic.6y,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
54,technician,divorced,professional.course,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
45,services,married,high.school,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
31,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
35,technician,single,university.degree,no,yes,no,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,no
30,admin.,married,university.degree,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
32,technician,married,professional.course,unknown,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
32,technician,married,professional.course,unknown,no,yes,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
47,technician,single,professional.course,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
47,blue-collar,married,basic.4y,no,no,yes,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
47,services,married,high.school,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
45,technician,married,professional.course,unknown,yes,yes,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,no
32,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,9,0,nonexistent,1.4,4.963,93.444,no
45,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,no
29,technician,single,professional.course,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
37,technician,married,professional.course,no,yes,no,cellular,aug,thu,7,0,nonexistent,1.4,4.963,93.444,no
48,services,married,basic.4y,unknown,yes,yes,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
49,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,thu,4,0,nonexistent,1.4,4.963,93.444,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,4,0,nonexistent,1.4,4.963,93.444,yes
54,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
48,management,married,university.degree,unknown,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
30,technician,single,university.degree,no,no,no,cellular,aug,thu,7,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
55,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,13,0,nonexistent,1.4,4.963,93.444,no
55,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
47,services,married,high.school,unknown,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
37,technician,married,high.school,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,10,0,nonexistent,1.4,4.963,93.444,no
59,services,married,basic.4y,unknown,no,no,cellular,aug,thu,7,0,nonexistent,1.4,4.963,93.444,no
34,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
55,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
49,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,yes
40,management,married,university.degree,no,yes,no,cellular,aug,thu,6,0,nonexistent,1.4,4.963,93.444,no
47,admin.,single,university.degree,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
34,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,4,0,nonexistent,1.4,4.963,93.444,no
31,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,2,0,nonexistent,1.4,4.963,93.444,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
48,technician,married,high.school,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
30,technician,married,professional.course,no,yes,no,cellular,aug,thu,4,0,nonexistent,1.4,4.963,93.444,no
29,technician,single,professional.course,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
54,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
34,technician,married,professional.course,unknown,yes,yes,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,no,yes,no,cellular,aug,thu,10,0,nonexistent,1.4,4.963,93.444,no
55,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
32,self-employed,single,university.degree,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
59,retired,married,basic.4y,unknown,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
54,technician,divorced,professional.course,unknown,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,yes
31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,7,0,nonexistent,1.4,4.963,93.444,no
36,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
32,services,married,professional.course,unknown,yes,no,cellular,aug,thu,7,0,nonexistent,1.4,4.963,93.444,no
55,management,married,university.degree,no,no,no,cellular,aug,thu,5,0,nonexistent,1.4,4.963,93.444,no
50,admin.,married,unknown,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
36,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
53,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
30,technician,divorced,high.school,no,no,no,cellular,aug,thu,4,0,nonexistent,1.4,4.963,93.444,no
50,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
41,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
50,admin.,married,unknown,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
41,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
41,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
31,technician,single,professional.course,unknown,no,no,telephone,aug,thu,14,0,nonexistent,1.4,4.963,93.444,no
35,technician,single,professional.course,no,no,no,cellular,aug,thu,3,0,nonexistent,1.4,4.963,93.444,no
36,blue-collar,married,professional.course,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
57,technician,married,university.degree,no,no,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
57,technician,married,university.degree,no,yes,no,cellular,aug,thu,1,0,nonexistent,1.4,4.963,93.444,no
57,retired,married,high.school,no,no,no,cellular,aug,fri,9,0,nonexistent,1.4,4.964,93.444,no
31,admin.,divorced,university.degree,no,unknown,unknown,cellular,aug,fri,3,0,nonexistent,1.4,4.964,93.444,no
58,retired,married,basic.4y,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
33,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
33,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
36,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
29,technician,single,professional.course,no,yes,yes,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
30,technician,single,university.degree,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
30,technician,single,university.degree,no,no,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
34,technician,married,professional.course,no,yes,no,cellular,aug,fri,8,0,nonexistent,1.4,4.964,93.444,no
39,admin.,married,university.degree,no,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
50,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,fri,5,0,nonexistent,1.4,4.964,93.444,no
30,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,3,0,nonexistent,1.4,4.964,93.444,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,3,0,nonexistent,1.4,4.964,93.444,no
57,retired,married,high.school,no,no,no,cellular,aug,fri,6,0,nonexistent,1.4,4.964,93.444,no
35,technician,single,university.degree,no,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,yes
31,technician,single,professional.course,no,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
54,technician,divorced,professional.course,unknown,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
30,technician,single,university.degree,no,yes,yes,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
45,housemaid,married,unknown,unknown,yes,yes,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
55,retired,married,professional.course,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
51,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
42,services,married,high.school,unknown,yes,yes,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
42,services,married,high.school,unknown,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
51,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
31,technician,single,university.degree,unknown,yes,no,cellular,aug,fri,2,0,nonexistent,1.4,4.964,93.444,yes
45,blue-collar,married,illiterate,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
30,technician,single,university.degree,no,yes,no,cellular,aug,fri,2,0,nonexistent,1.4,4.964,93.444,no
35,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
47,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
32,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
32,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
44,admin.,married,high.school,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
37,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
32,technician,married,high.school,unknown,no,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
59,admin.,married,professional.course,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
44,services,married,basic.9y,no,yes,yes,cellular,aug,fri,6,0,nonexistent,1.4,4.964,93.444,no
46,technician,married,high.school,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
40,admin.,single,professional.course,unknown,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
33,admin.,married,university.degree,no,no,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,8,0,nonexistent,1.4,4.964,93.444,no
33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
59,retired,married,university.degree,unknown,no,yes,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
56,admin.,married,unknown,unknown,unknown,unknown,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,yes
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,yes
53,technician,married,professional.course,no,no,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
48,technician,married,professional.course,no,yes,no,cellular,aug,fri,8,0,nonexistent,1.4,4.964,93.444,yes
41,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
59,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
46,services,married,unknown,no,yes,yes,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
34,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
30,technician,single,professional.course,no,no,no,cellular,aug,fri,2,0,nonexistent,1.4,4.964,93.444,no
38,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,4,0,nonexistent,1.4,4.964,93.444,no
46,services,married,unknown,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
46,services,married,unknown,no,no,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
46,services,married,unknown,no,no,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,yes
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,0,nonexistent,1.4,4.964,93.444,no
41,self-employed,married,professional.course,no,yes,no,cellular,aug,fri,3,0,nonexistent,1.4,4.964,93.444,no
34,housemaid,married,unknown,no,yes,no,cellular,aug,fri,2,0,nonexistent,1.4,4.964,93.444,no
